ID_Cliente,Idade,Anos_Experiencia,Renda_Anual_Mil,CEP,Tamanho_Familia,Gasto_Medio_Cartao,Escolaridade,Valor_Hipoteca,Aceitou_Emprestimo,Conta_Investimento,Conta_CD,Usa_Internet_Banking,Tem_Cartao_Credito_Banco,Segmento_Renda,Perfil_Gasto,Propensao_Emprestimo
1245,33,8,130,94720,3,6.3,2,99,1,0,0,0,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1246,46,21,41,94025,1,1.4,3,128,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Baixa Propensão
1247,48,22,59,91775,1,1.4,3,241,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1248,52,28,39,94606,2,0.8,1,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1249,44,19,35,94305,4,0.0,2,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1250,51,27,80,90032,1,2.6,2,0,0,0,0,1,1,Média Renda (41k - 80k),Gasto Alto,Média Propensão
1251,47,20,81,94301,1,2.67,2,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1252,39,13,31,95120,2,0.8,3,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1253,42,17,93,92182,4,1.9,3,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1254,57,33,45,92346,4,1.5,1,204,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Baixa Propensão
1255,36,12,40,91101,2,0.6,3,0,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1256,27,1,80,95354,2,1.6,3,185,0,0,0,1,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1257,31,7,20,92115,1,0.4,3,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1258,63,37,41,93014,1,0.5,3,0,0,0,0,0,1,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
1259,34,8,31,91203,1,0.3,1,104,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1260,52,27,35,95616,4,0.2,2,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1261,57,31,40,91107,3,1.4,3,137,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
1262,63,39,84,94901,1,1.8,3,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1263,26,1,53,94720,2,1.6,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1264,35,5,85,92870,4,4.0,3,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1265,58,33,138,94546,2,3.9,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1266,32,2,71,95014,2,1.75,3,108,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1267,64,39,113,92121,1,0.8,3,0,0,0,0,0,1,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
1268,50,23,23,94720,2,1.0,2,0,0,1,0,0,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
1269,34,9,62,92677,3,2.3,1,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1270,36,11,14,92673,4,0.2,3,100,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1271,43,18,60,91311,2,2.2,3,0,0,0,0,0,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1272,28,4,94,92115,3,0.8,1,236,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
1273,64,39,83,95616,3,1.8,2,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1274,60,35,130,95741,3,6.3,3,437,1,0,1,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1275,62,37,61,93117,4,1.7,1,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1276,27,2,92,95616,2,3.1,1,178,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1277,42,16,20,95351,2,0.8,3,117,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1278,45,20,194,92110,2,8.8,1,428,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1279,36,10,74,94305,1,2.5,1,0,0,0,0,0,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1280,48,22,84,90024,2,0.4,3,145,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
1281,65,40,98,95064,3,1.8,2,333,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1282,39,15,52,92093,3,2.33,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1283,51,26,55,93955,1,1.3,2,236,0,0,0,0,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1284,30,6,64,94305,4,3.4,1,117,0,0,0,0,0,Média Renda (41k - 80k),Gasto Alto,Média Propensão
1285,65,40,128,90740,1,2.5,1,162,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1286,38,13,113,94720,4,1.7,2,0,1,0,0,0,1,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1287,29,3,50,94010,3,1.1,2,0,0,0,0,0,1,Média Renda (41k - 80k),Gasto Médio,Baixa Propensão
1288,42,18,54,94010,4,2.2,2,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1289,63,38,129,91326,1,0.9,1,366,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
1290,46,21,82,94523,4,0.4,1,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
1291,62,38,100,90277,4,1.7,2,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1292,58,34,44,94111,4,2.2,1,0,0,1,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1293,56,30,164,94610,4,0.5,2,234,1,0,1,1,1,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
1294,56,31,81,92373,2,3.7,1,121,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1295,34,10,71,95003,1,0.1,1,257,0,0,0,1,1,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
1296,42,17,28,92866,1,0.5,3,90,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1297,30,6,80,92399,3,1.5,1,219,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1298,61,35,90,95814,4,1.9,2,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1299,38,14,74,90274,1,3.6,2,0,0,0,0,1,1,Média Renda (41k - 80k),Gasto Alto,Média Propensão
1300,50,25,14,95762,2,0.7,3,0,0,1,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1301,61,36,23,91754,2,0.5,2,103,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1302,41,17,153,92121,1,1.7,1,337,0,0,0,0,1,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1303,42,16,38,94087,3,0.9,3,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1304,29,5,112,94720,2,2.0,2,382,0,1,0,0,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1305,51,26,145,90025,1,8.1,1,397,0,0,0,0,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1306,32,6,28,94025,2,0.3,2,88,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1307,34,9,31,94115,4,1.1,3,0,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
1308,26,2,195,94546,1,6.33,1,0,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1309,54,24,50,92037,3,2.0,3,0,0,0,0,1,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1310,38,14,71,95136,4,2.0,3,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1311,62,36,21,95616,3,0.3,3,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1312,37,11,35,90044,2,0.8,3,125,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1313,46,21,42,92691,1,2.4,1,0,0,0,0,1,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1314,52,27,78,92008,4,3.6,3,141,0,0,0,1,0,Média Renda (41k - 80k),Gasto Alto,Média Propensão
1315,32,6,73,94305,4,2.2,2,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1316,49,25,53,95134,2,1.0,3,181,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1317,28,3,51,94086,2,1.6,3,123,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1318,55,30,40,95521,2,2.3,3,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
1319,52,26,178,94234,1,1.0,1,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1320,32,6,35,94005,2,0.3,1,0,0,0,0,0,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1321,31,7,192,90250,1,0.0,2,0,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
1322,27,3,123,95138,1,5.4,1,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1323,32,5,48,94022,2,1.67,2,0,0,1,1,1,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1324,52,26,45,91604,3,0.6,2,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
1325,52,28,15,95064,1,0.2,1,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1326,50,24,79,94304,1,0.3,1,120,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
1327,32,5,63,90024,4,2.0,2,0,0,1,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1328,61,35,30,94720,2,0.2,3,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1329,60,36,145,95616,4,6.9,1,380,1,0,0,0,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1330,28,4,32,90095,3,1.0,2,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
1331,34,9,64,92346,2,0.1,1,224,0,0,0,1,1,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
1332,31,7,84,92692,1,0.1,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
1333,31,5,21,94309,1,0.4,2,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1334,62,38,99,95014,4,1.7,2,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1335,47,22,35,94304,2,1.3,1,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
1336,50,24,180,94539,1,1.7,1,0,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1337,36,12,42,93555,1,1.33,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Baixa Propensão
1338,26,0,179,92028,4,2.1,2,0,1,0,0,0,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1339,51,27,42,90245,4,0.1,3,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
1340,52,25,180,94545,2,9.0,2,297,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1341,35,11,82,94131,4,3.4,1,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1342,42,16,55,91355,2,0.7,1,149,0,0,0,0,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
1343,36,12,79,90041,2,2.2,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1344,41,17,48,92831,2,0.6,3,215,0,0,0,0,1,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
1345,49,25,93,93117,1,2.7,1,0,0,1,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1346,57,32,23,92126,2,0.2,3,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1347,44,20,50,95670,3,2.33,1,200,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1348,60,34,85,91367,2,2.0,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1349,38,14,35,95051,1,1.5,2,97,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
1350,26,2,171,93943,3,6.0,2,0,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1351,29,2,29,90266,4,1.5,2,0,0,0,0,0,1,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
1352,59,35,84,94588,1,1.8,3,0,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1353,51,27,20,90401,4,0.5,2,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1354,50,25,14,94124,1,0.4,3,0,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1355,35,10,179,91942,1,8.6,1,357,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1356,61,37,48,91910,1,0.8,1,158,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
1357,42,16,74,90066,1,2.8,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Alto,Média Propensão
1358,55,29,53,95134,1,1.4,1,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1359,50,25,83,92007,1,2.8,2,0,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1360,64,40,171,90034,2,2.1,1,433,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1361,54,28,85,92028,4,4.9,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1362,50,26,38,95039,4,0.9,2,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1363,31,5,85,92130,3,1.6,1,157,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1364,32,8,79,92115,1,0.1,1,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
1365,44,19,69,92129,4,0.4,1,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
1366,60,35,43,94720,3,0.9,3,0,0,0,0,1,1,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
1367,60,34,33,91107,2,0.3,1,101,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1368,62,38,42,95747,3,0.1,3,149,0,0,0,0,1,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
1369,46,21,40,94025,4,1.9,3,122,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
1370,57,33,43,91902,1,1.8,3,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1371,30,5,20,94545,4,0.5,3,117,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1372,58,32,65,95621,3,2.5,1,222,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1373,39,13,139,95616,3,3.4,1,483,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1374,60,35,135,92612,3,0.3,3,0,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
1375,59,34,84,94043,3,1.6,3,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1376,50,26,179,92612,1,2.9,3,0,1,0,0,0,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1377,63,39,45,92870,4,1.3,2,86,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Baixa Propensão
1378,27,3,109,93023,2,2.5,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1379,54,29,34,93305,4,0.1,3,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1380,62,37,162,95051,1,1.3,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1381,60,34,105,92103,2,1.4,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1382,38,12,22,91380,3,0.2,2,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1383,34,8,82,91775,2,1.8,1,178,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1384,65,41,105,95616,4,1.7,2,230,0,1,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1385,55,31,62,91711,1,1.8,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1386,57,31,82,95032,2,2.0,1,83,0,0,0,0,1,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1387,27,3,72,95616,4,0.0,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
1388,35,10,38,95762,4,1.7,1,0,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
1389,52,28,25,90212,4,1.0,1,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
1390,45,15,20,94107,1,0.75,3,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1391,29,3,80,94305,4,1.8,2,0,0,0,0,1,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1392,44,18,84,91330,3,1.1,1,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1393,47,23,33,90095,1,1.0,1,0,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
1394,62,37,55,95039,3,0.9,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
1395,52,27,33,90095,2,0.7,2,0,0,0,0,0,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1396,47,23,190,92831,4,0.3,3,305,1,0,0,0,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
1397,42,18,43,91107,1,0.3,3,158,0,0,0,0,0,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
1398,65,41,45,95521,3,0.1,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
1399,42,18,141,93407,1,3.5,1,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1400,40,16,69,92009,4,2.4,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1401,32,8,78,90401,4,0.1,2,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
1402,40,15,84,94521,1,3.7,3,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1403,55,29,172,95064,1,5.2,2,0,1,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1404,32,6,51,93109,4,0.2,1,154,0,1,0,0,1,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
1405,58,28,75,92121,1,1.4,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1406,46,22,183,91605,1,3.1,2,0,1,0,1,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1407,53,23,20,92123,4,0.4,3,0,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1408,63,39,101,94306,2,3.9,3,294,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1409,40,14,129,90089,1,5.9,3,0,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1410,41,17,63,90745,2,3.2,1,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Alto,Média Propensão
1411,60,35,44,92126,4,2.1,1,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1412,65,39,184,91302,1,5.4,3,176,1,0,1,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1413,59,33,100,95064,2,2.0,1,127,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1414,48,24,12,90058,3,0.4,1,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1415,59,33,68,94105,2,2.3,3,128,0,1,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1416,33,8,48,94019,1,1.0,1,212,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Baixa Propensão
1417,40,15,82,93101,2,0.4,1,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
1418,42,18,52,94061,2,2.5,1,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1419,65,41,154,92008,2,4.6,2,0,1,1,1,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1420,30,4,39,91105,1,1.5,1,0,0,0,0,0,1,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
1421,30,4,40,91605,1,0.3,1,0,0,0,1,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1422,42,17,54,94720,4,1.9,3,164,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1423,32,8,32,94143,2,1.0,2,103,0,0,1,1,1,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
1424,55,30,64,90250,2,2.3,3,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1425,29,3,92,94539,2,1.3,1,287,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1426,64,38,40,91330,1,2.5,3,94,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
1427,37,11,60,96651,3,0.5,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
1428,31,5,85,95828,2,1.3,1,119,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1429,25,-1,21,94583,4,0.4,1,90,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1430,31,5,35,95064,1,0.6,3,171,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1431,32,7,52,92660,2,0.1,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
1432,58,34,128,90058,1,7.4,1,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1433,26,2,195,90245,1,6.33,1,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1434,51,25,68,92647,2,1.5,2,117,0,0,0,0,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1435,65,41,55,93106,2,1.1,1,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1436,43,17,55,90266,1,0.2,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
1437,46,21,80,95054,4,0.4,1,0,0,0,0,1,1,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
1438,28,3,123,92007,1,0.8,1,146,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
1439,63,37,90,94105,4,1.9,2,106,0,1,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1440,59,29,61,94025,1,1.4,3,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1441,42,15,41,94610,3,2.5,2,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1442,58,33,43,94720,2,1.6,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1443,39,13,71,95822,3,0.1,1,162,0,1,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
1444,36,12,25,95051,4,1.0,1,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
1445,60,33,154,90740,1,3.0,2,0,1,1,1,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1446,47,21,141,90095,1,2.4,1,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1447,29,4,22,92661,2,0.9,3,110,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1448,52,28,145,94131,2,6.8,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
1449,41,16,49,92122,3,0.5,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
1450,63,37,109,90740,1,2.0,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1451,59,34,80,90086,3,0.5,1,0,0,0,0,1,1,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
1452,44,20,82,94555,4,1.4,2,201,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1453,54,28,52,94102,4,2.5,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
1454,29,5,85,90232,3,2.5,1,0,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1455,51,25,148,90024,1,1.0,1,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1456,63,39,160,91330,2,2.1,1,0,0,0,0,0,1,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
1457,36,11,39,90095,4,1.7,1,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
1458,42,16,25,94304,2,0.8,3,0,0,0,0,0,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1459,51,25,33,93033,1,1.4,3,0,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
1460,47,20,38,92115,3,2.5,2,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
1461,40,16,85,92677,4,0.2,3,0,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
1462,54,28,48,93022,1,0.2,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
1463,47,21,15,95207,4,0.6,3,77,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
1464,35,10,94,91343,1,0.0,1,174,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
1465,28,4,120,92333,2,0.6,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
1466,45,19,60,91911,1,0.7,3,159,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
